brnd_name,gnrc_name,tot_mftr,tot_spndng,tot_dsg_unts,tot_clms,tot_benes,avg_spnd_per_dsg_unt_wghtd,avg_spnd_per_clm,avg_spnd_per_bene,outlier_flag,year
asmanex,mometasone furoate,2,21575107.73,97172.644,61850.0,17695.0,223.2634649,348.829551,1219.277069,0.0,2020
asmanex,mometasone furoate,2,18226004.91,81899.0,51199.0,14828.0,223.9722063,355.9836112,1229.161378,0.0,2021
asmanex,mometasone furoate,2,15964289.83,68347.457,42555.0,12437.0,234.9511054,375.1448674,1283.612594,0.0,2022
asmanex hfa,mometasone furoate,2,8708176.4,558954.999,31621.0,12939.0,15.5217072,275.3921887,673.0177294,0.0,2018
asmanex hfa,mometasone furoate,2,9408624.13,602824.0,34067.0,12977.0,15.55130854,276.1800021,725.0230508,0.0,2019
asmanex hfa,mometasone furoate,2,9836738.32,629559.199,36140.0,12536.0,15.5688009,272.1842369,784.6791895,0.0,2020
asmanex hfa,mometasone furoate,2,8430851.6,539361.0,30735.0,10808.0,15.5747007,274.3078445,780.0565877,0.0,2021
asmanex hfa,mometasone furoate,2,7603691.44,467709.0,26421.0,9410.0,16.19960517,287.7896915,808.0437237,0.0,2022
aspirin-dipyridamole er,aspirin/dipyridamole,10,98128963.12,20487953.09,230961.0,48129.0,4.789622858,424.8724379,2038.873925,0.0,2018
aspirin-dipyridamole er,aspirin/dipyridamole,10,65844716.69,13958201.12,158500.0,46336.0,4.731459578,415.4240801,1421.027208,0.0,2019
aspirin-dipyridamole er,aspirin/dipyridamole,10,50454323.41,13449102.89,135763.0,39563.0,3.771692545,371.6353013,1275.290635,0.0,2020
aspirin-dipyridamole er,aspirin/dipyridamole,10,49583617.77,15960175.0,150217.0,32666.0,3.107939345,330.0799362,1517.896828,0.0,2021
aspirin-dipyridamole er,aspirin/dipyridamole,10,42508274.59,14301904.0,131723.0,27025.0,2.979205616,322.7095844,1572.924129,0.0,2022
aspruzyo sprinkle,ranolazine,1,26127.09,4277.0,98.0,40.0,6.079816012,266.6029592,653.17725,0.0,2022
assure id insulin safety,"syringe,needle,insuln,safe,1ml",1,1957.35,7360.0,74.0,11.0,0.265944294,26.45067568,177.9409091,0.0,2019
assure id insulin safety,"syringe,needle,insuln,safe,1ml",1,837.58,3282.0,32.0,11.0,0.255204144,26.174375,76.14363636,0.0,2020
assure id insulin safety,"syringe,needle,insuln,safe,1ml",1,566.56,2416.0,23.0,12.0,0.234503311,24.63304348,47.21333333,1.0,2021
assure id insulin safety,"syringe,needle,insuln,safe,1ml",1,998.55,4100.0,24.0,14.0,0.248409387,41.60625,71.325,1.0,2022
assure id insulin safety,"syringe,needle,insuln,sf 0.5ml",1,2040.24,8340.0,82.0,46.0,0.244633094,24.88097561,44.35304348,0.0,2018
assure id insulin safety,"syringe,needle,insuln,sf 0.5ml",1,9639.26,37030.0,356.0,61.0,0.260309479,27.07657303,158.0206557,0.0,2019
assure id insulin safety,"syringe,needle,insuln,sf 0.5ml",1,2145.99,8290.0,81.0,32.0,0.258864898,26.4937037,67.0621875,0.0,2020
assure id insulin safety,"syringe,needle,insuln,sf 0.5ml",1,1135.67,4500.0,42.0,13.0,0.252371111,27.03976191,87.35923077,0.0,2021
assure id insulin safety,"syringe,needle,insuln,sf 0.5ml",1,415.12,1750.0,17.0,14.0,0.23800118,24.41882353,29.65142857,1.0,2022
assure id pen needle,"pen needle, diabetic, safety",1,6432.75,11590.0,109.0,42.0,0.555621658,59.01605505,153.1607143,0.0,2019
assure id pen needle,"pen needle, diabetic, safety",1,13721.05,24770.0,232.0,74.0,0.553786186,59.1424569,185.4195946,0.0,2020
assure id pen needle,"pen needle, diabetic, safety",1,17386.76,31644.0,268.0,116.0,0.549447935,64.87597015,149.8858621,0.0,2021
assure id pen needle,"pen needle, diabetic, safety",1,20913.86,37600.0,363.0,213.0,0.556443209,57.61393939,98.18713615,0.0,2022
astagraf xl,tacrolimus,1,368384.28,55911.997,526.0,88.0,8.586187702,700.3503422,4186.185,0.0,2018
astagraf xl,tacrolimus,1,441924.65,64233.0,645.0,92.0,8.236378962,685.1544961,4803.528804,0.0,2019
astagraf xl,tacrolimus,1,481694.16,66528.0,652.0,107.0,8.290468589,738.7947239,4501.814579,0.0,2020
astagraf xl,tacrolimus,1,512143.84,70500.0,652.0,109.0,7.816629085,785.4966871,4698.567339,0.0,2021
astagraf xl,tacrolimus,1,512325.89,68952.0,606.0,101.0,9.440390335,845.4222607,5072.533564,0.0,2022
atacand,candesartan cilexetil,1,335937.89,44847.0,694.0,1829.0,7.613045412,484.0603602,183.6729852,0.0,2018
atacand,candesartan cilexetil,1,3033082.41,400159.0,6427.0,1549.0,7.671380528,471.9281796,1958.090646,0.0,2019
atacand,candesartan cilexetil,1,3108481.67,379705.0,5719.0,1237.0,8.294788983,543.5358752,2512.919701,0.0,2020
atacand,candesartan cilexetil,1,2636638.64,311138.0,4650.0,1013.0,8.567996601,567.0190624,2602.802211,0.0,2021
atacand,candesartan cilexetil,1,2230939.4,261713.0,3755.0,821.0,8.582864796,594.1250067,2717.343971,0.0,2022
atacand hct,candesartan/hydrochlorothiazid,1,88736.43,11512.0,154.0,613.0,7.746770601,576.2105844,144.7576346,0.0,2018
atacand hct,candesartan/hydrochlorothiazid,1,897798.55,115009.0,1941.0,510.0,7.804606159,462.5443328,1760.389314,0.0,2019
atacand hct,candesartan/hydrochlorothiazid,1,973731.74,115320.0,1906.0,412.0,8.438028485,510.8770934,2363.426553,0.0,2020
atacand hct,candesartan/hydrochlorothiazid,1,829717.67,95102.0,1588.0,329.0,8.715329721,522.4922355,2521.938207,0.0,2021
atacand hct,candesartan/hydrochlorothiazid,1,718916.44,81781.0,1313.0,270.0,8.780353154,547.5372734,2662.653482,0.0,2022
atazanavir sulfate,atazanavir sulfate,7,31212639.85,1135170.0,30063.0,7103.0,29.95813339,1038.241022,4394.289716,0.0,2018
atazanavir sulfate,atazanavir sulfate,7,19834257.35,1467606.0,37194.0,5381.0,14.58081987,533.2649715,3685.979809,1.0,2019
atazanavir sulfate,atazanavir sulfate,7,15400780.71,1251485.0,29353.0,3644.0,13.35141933,524.6748445,4226.339383,1.0,2020
atazanavir sulfate,atazanavir sulfate,7,10907088.6,997763.0,21584.0,2882.0,11.97479349,505.3321257,3784.555378,0.0,2021
atazanavir sulfate,atazanavir sulfate,7,8516347.27,800357.0,16664.0,2298.0,11.64121118,511.0626062,3705.982276,0.0,2022
atelvia,risedronate sodium,1,1404219.85,22364.0,3908.0,813.0,62.78929753,359.3193066,1727.207688,0.0,2018
atelvia,risedronate sodium,1,910045.23,13983.286,2340.0,447.0,65.08092805,388.908218,2035.895369,0.0,2019
atelvia,risedronate sodium,1,606173.47,9402.0,1481.0,280.0,64.47282174,409.3001148,2164.90525,0.0,2020
atelvia,risedronate sodium,1,398803.89,6024.0,912.0,198.0,66.20250498,437.2849671,2014.161061,0.0,2021
atelvia,risedronate sodium,1,292725.53,4345.0,604.0,123.0,67.37066283,484.6449172,2379.882358,0.0,2022
atenolol,atenolol,12,72267272.28,601650994.0,7654384.0,1992548.0,0.120441051,9.44129172,36.26877359,0.0,2018
atenolol,atenolol,12,71976497.41,609192381.9,7404054.0,1930112.0,0.119099602,9.721228048,37.29135792,0.0,2019
atenolol,atenolol,12,73559655.24,635736136.4,7644054.0,1852954.0,0.11643592,9.623120826,39.69858682,0.0,2020
atenolol,atenolol,12,73294177.81,644213947.0,7598477.0,1796419.0,0.114671992,9.645903753,40.80015732,0.0,2021
atenolol,atenolol,12,67561215.37,617432054.4,7111464.0,1715633.0,0.110097579,9.500324458,39.37975976,0.0,2022
atenolol-chlorthalidone,atenolol/chlorthalidone,5,16473103.51,28273106.5,439347.0,125789.0,0.583102374,37.49451689,130.9582198,0.0,2018
atenolol-chlorthalidone,atenolol/chlorthalidone,5,18646646.43,33186508.48,485712.0,119047.0,0.56107413,38.39033508,156.6326445,0.0,2019
atenolol-chlorthalidone,atenolol/chlorthalidone,5,19328557.12,32905759.67,462841.0,112391.0,0.586872684,41.76068481,171.9760223,0.0,2020
atenolol-chlorthalidone,atenolol/chlorthalidone,5,17874169.64,31065154.0,425822.0,107864.0,0.576528835,41.97568383,165.7102429,0.0,2021
atenolol-chlorthalidone,atenolol/chlorthalidone,5,17302720.6,29341512.0,394683.0,101497.0,0.590839732,43.83953857,170.4751924,0.0,2022
ativan*,lorazepam,2,28148532.25,877932.0,10521.0,1830.0,31.58975665,2675.461672,15381.71161,0.0,2018
ativan*,lorazepam,2,26183482.92,772854.0,9774.0,1719.0,33.65099295,2678.891234,15231.81089,0.0,2019
ativan*,lorazepam,2,22372746.0,610497.5,7112.0,1192.0,37.32252136,3145.774185,18769.08222,0.0,2020
ativan*,lorazepam,2,23741088.35,590303.0,6719.0,1074.0,40.82469658,3533.42586,22105.29642,0.0,2021
ativan*,lorazepam,2,24316630.57,558633.5,6468.0,1099.0,43.60486089,3759.528536,22126.14247,0.0,2022
atomoxetine hcl,atomoxetine hcl,10,36576676.78,6308761.85,159197.0,29345.0,5.827504529,229.7573245,1246.436421,0.0,2018
atomoxetine hcl,atomoxetine hcl,10,36626012.31,7453541.185,180523.0,33826.0,4.939023732,202.8883428,1082.776926,0.0,2019
atomoxetine hcl,atomoxetine hcl,10,36274886.4,8308669.0,196323.0,35823.0,4.394649359,184.7714552,1012.614421,0.0,2020
atomoxetine hcl,atomoxetine hcl,10,33556972.87,9199616.427,213456.0,40952.0,3.680742068,157.2079158,819.4220763,0.0,2021
atomoxetine hcl,atomoxetine hcl,10,40352922.31,10386583.0,241267.0,47104.0,3.905658451,167.2542134,856.677189,0.0,2022
atorvastatin calcium,atorvastatin calcium,29,880629202.7,3276960741.0,51715670.0,11861387.0,0.269553321,17.02828568,74.24335811,0.0,2018
atorvastatin calcium,atorvastatin calcium,29,918395590.6,3649026708.0,54662113.0,12985551.0,0.255168451,16.80131887,70.72442214,0.0,2019
atorvastatin calcium,atorvastatin calcium,29,846546533.4,4047953068.0,58189839.0,13875265.0,0.212058367,14.54801299,61.01119751,0.0,2020
atorvastatin calcium,atorvastatin calcium,29,836188072.6,4338696131.0,61099879.0,14955893.0,0.195969598,13.68559294,55.9102738,0.0,2021
atorvastatin calcium,atorvastatin calcium,29,846779165.5,4654341154.0,64797302.0,15885735.0,0.186198172,13.06812382,53.30437436,0.0,2022
atovaquone,atovaquone,10,21717420.35,6003435.0,22713.0,12169.0,3.617424883,956.1669683,1784.651192,0.0,2018
atovaquone,atovaquone,10,36013825.01,10981930.0,41693.0,14366.0,3.279228719,863.7858876,2506.87909,0.0,2019
atovaquone,atovaquone,10,47180050.06,15516342.5,57085.0,15537.0,3.042910083,826.4876948,3036.625479,0.0,2020
atovaquone,atovaquone,10,48269825.22,16639112.4,62469.0,17655.0,2.900357849,772.700463,2734.059769,0.0,2021
atovaquone,atovaquone,10,53128369.48,17572632.0,63361.0,18247.0,3.021530845,838.5026985,2911.622156,0.0,2022
atovaquone-proguanil hcl,atovaquone/proguanil hcl,4,6505400.92,1853739.0,68187.0,62805.0,3.511643185,95.40529602,103.5809397,0.0,2018
atovaquone-proguanil hcl,atovaquone/proguanil hcl,4,6649079.69,1918726.0,70700.0,65329.0,3.466656328,94.04638883,101.7783785,0.0,2019
atovaquone-proguanil hcl,atovaquone/proguanil hcl,4,2002136.08,578693.0,17486.0,15615.0,3.45827137,114.4993755,128.2187691,0.0,2020
atovaquone-proguanil hcl,atovaquone/proguanil hcl,4,1922176.73,563021.0,14956.0,12991.0,3.421003489,128.5221135,147.9621838,0.0,2021
atovaquone-proguanil hcl,atovaquone/proguanil hcl,4,5216250.33,1320781.0,43862.0,40404.0,3.951519002,118.9241332,129.1023248,0.0,2022
atralin,tretinoin,1,49884.2,3960.0,85.0,30.0,12.5970202,586.8729412,1662.806667,0.0,2018
atralin,tretinoin,1,29936.89,2340.0,51.0,19.0,12.79354274,586.9978431,1575.62579,0.0,2019
atralin,tretinoin,1,29393.35,2295.0,51.0,16.0,12.80755991,576.3401961,1837.084375,0.0,2020
atralin,tretinoin,1,13636.74,1035.0,21.0,,13.1755942,649.3685714,,1.0,2021
atralin,tretinoin,1,10229.06,765.0,16.0,,13.37132026,639.31625,,1.0,2022
atripla,efavirenz/emtricit/tenofovr df,1,324510466.8,3519797.0,110396.0,13573.0,92.1957905,2939.512906,23908.5292,0.0,2018
atripla,efavirenz/emtricit/tenofovr df,1,213682117.9,2217662.0,69211.0,8764.0,96.35468249,3087.401105,24381.80259,0.0,2019
atripla,efavirenz/emtricit/tenofovr df,1,145146705.0,1424727.0,43471.0,5435.0,101.8768543,3338.931816,26705.92548,0.0,2020
atripla,efavirenz/emtricit/tenofovr df,1,40589102.19,399159.0,12933.0,2233.0,101.6865515,3138.413531,18176.93784,0.0,2021
atripla,efavirenz/emtricit/tenofovr df,1,1328231.1,13343.0,408.0,218.0,99.54516226,3255.468382,6092.803211,0.0,2022
atropine sulfate*,atropine sulfate,8,6619292.7,781265.833,141190.0,89482.0,8.473405761,46.88216375,73.973455,0.0,2018
atropine sulfate*,atropine sulfate,8,6210767.79,645086.5,117630.0,76380.0,9.629682651,52.7991821,81.31405852,0.0,2019
atropine sulfate*,atropine sulfate,8,8539131.37,837505.718,153263.0,92826.0,10.19758227,55.71554367,91.99072857,0.0,2020
atropine sulfate*,atropine sulfate,8,9486912.83,942017.505,164246.0,100372.0,10.07835158,57.76038887,94.51752311,0.0,2021
atropine sulfate*,atropine sulfate,8,9312211.69,985477.75,180990.0,106512.0,9.436651733,51.451526,87.42875629,0.0,2022
atrovent hfa,ipratropium bromide,1,125569289.5,4451010.898,279802.0,85101.0,28.21140914,448.7790992,1475.532479,0.0,2018
atrovent hfa,ipratropium bromide,1,121459647.3,3985978.2,250589.0,74128.0,30.47172895,484.6966439,1638.512402,0.0,2019
atrovent hfa,ipratropium bromide,1,131773397.8,4068135.1,254557.0,71687.0,32.39159824,517.657726,1838.177044,0.0,2020
atrovent hfa,ipratropium bromide,1,133670252.6,3907551.7,244810.0,69491.0,34.20818528,546.0163088,1923.562081,0.0,2021
atrovent hfa,ipratropium bromide,1,134769804.1,3749388.7,235718.0,69939.0,35.94447386,571.7416749,1926.962126,0.0,2022
aubagio,teriflunomide,1,627062230.1,2633511.0,76549.0,10529.0,238.1088121,8191.644961,59555.72515,0.0,2018
aubagio,teriflunomide,1,716372793.5,2841470.0,80986.0,10710.0,252.1129012,8845.637437,66888.21601,0.0,2019
aubagio,teriflunomide,1,778201329.3,2935690.0,78610.0,10386.0,265.0819945,9899.52079,74927.9154,0.0,2020
aubagio,teriflunomide,1,724520395.0,2567158.09,75327.0,9676.0,282.226601,9618.335989,74878.0896,0.0,2021
aubagio,teriflunomide,1,696532582.7,2314489.0,68206.0,8382.0,300.9439195,10212.18929,83098.61402,0.0,2022
aubra eq,levonorgestrel/ethin.estradiol,1,269.27,588.0,11.0,,0.457942177,24.47909091,,,2018
aubra eq,levonorgestrel/ethin.estradiol,1,5744.35,10304.0,263.0,68.0,0.557487384,21.84163498,84.47573529,0.0,2019
aubra eq,levonorgestrel/ethin.estradiol,1,5524.08,9466.0,224.0,50.0,0.583570674,24.66107143,110.4816,0.0,2020
aubra eq,levonorgestrel/ethin.estradiol,1,6017.19,9296.0,224.0,51.0,0.647288081,26.86245536,117.9841177,0.0,2021
aubra eq,levonorgestrel/ethin.estradiol,1,3925.32,6526.0,155.0,35.0,0.601489427,25.32464516,112.152,0.0,2022
aurovela,norethindrone ac-eth estradiol,1,2046.66,2814.0,57.0,30.0,0.732976917,35.90631579,68.222,0.0,2019
aurovela,norethindrone ac-eth estradiol,1,6125.67,9289.0,208.0,73.0,0.649389353,29.45033654,83.91328767,0.0,2020
aurovela,norethindrone ac-eth estradiol,1,50867.43,57281.0,1062.0,397.0,0.876933778,47.89776836,128.1295466,0.0,2021
aurovela,norethindrone ac-eth estradiol,1,36385.06,46825.0,845.0,346.0,0.776854971,43.0592426,105.159133,0.0,2022
aurovela 24 fe,norethindrone-e.estradiol-iron,1,1453.17,1624.0,40.0,12.0,0.894809113,36.32925,121.0975,0.0,2019
aurovela 24 fe,norethindrone-e.estradiol-iron,1,23163.25,18424.0,311.0,205.0,1.257232414,74.47990354,112.9914634,0.0,2020
aurovela 24 fe,norethindrone-e.estradiol-iron,1,80354.68,76048.0,1217.0,413.0,1.056631075,66.02685292,194.5633898,0.0,2021
aurovela 24 fe,norethindrone-e.estradiol-iron,1,27237.2,25228.0,474.0,239.0,1.079641668,57.46244726,113.9631799,0.0,2022
aurovela fe,norethindrone-e.estradiol-iron,1,1650.04,3080.0,82.0,33.0,0.539152587,20.12243902,50.00121212,0.0,2019
aurovela fe,norethindrone-e.estradiol-iron,1,125499.83,226439.0,3841.0,1803.0,0.553996472,32.67373861,69.60611758,0.0,2020
aurovela fe,norethindrone-e.estradiol-iron,1,279391.49,495381.0,7892.0,2442.0,0.563894642,35.40186138,114.4109296,0.0,2021
aurovela fe,norethindrone-e.estradiol-iron,1,67506.03,129556.0,2347.0,1082.0,0.523932718,28.76268854,62.39004621,0.0,2022
auryxia,ferric citrate,1,116014333.8,21283571.0,103061.0,26092.0,5.450886686,1125.686087,4446.3565,0.0,2018
auryxia,ferric citrate,1,144710583.1,24807895.0,114709.0,26669.0,5.833247164,1261.545155,5426.172078,0.0,2019
auryxia,ferric citrate,1,196402946.5,31456808.0,136901.0,29638.0,6.243575208,1434.634857,6626.727395,0.0,2020
auryxia,ferric citrate,1,199110901.5,29805626.0,129743.0,29189.0,6.680312685,1534.656216,6821.436208,0.0,2021
auryxia,ferric citrate,1,194683927.5,26577349.0,112069.0,24394.0,7.32518234,1737.179127,7980.811984,0.0,2022
austedo,deutetrabenazine,1,136444846.0,1796901.5,26673.0,4242.0,74.39783514,5115.466801,32165.21593,0.0,2018
austedo,deutetrabenazine,1,339693816.5,4186326.5,63892.0,8395.0,79.67824445,5316.687793,40463.82567,0.0,2019
austedo,deutetrabenazine,1,530460829.8,6143244.4,93443.0,10535.0,84.76217372,5676.838606,50352.23824,0.0,2020
austedo,deutetrabenazine,1,666002295.3,7245162.0,111686.0,12695.0,90.24322891,5963.167231,52461.77986,0.0,2021
austedo,deutetrabenazine,1,890369750.5,8976233.186,139091.0,15889.0,97.26327717,6401.346963,56036.86516,0.0,2022
autoshield duo pen needle,"pen needle,dual safety,diabetc",1,12151676.43,17749208.68,176013.0,44936.0,0.684632011,69.03851664,270.421854,0.0,2018
autoshield duo pen needle,"pen needle,dual safety,diabetc",1,15676248.76,21643529.68,216689.0,53424.0,0.724292618,72.34446031,293.4308318,0.0,2019
autoshield duo pen needle,"pen needle,dual safety,diabetc",1,17366977.84,22768014.8,224616.0,53061.0,0.762779627,77.31852513,327.302121,0.0,2020
autoshield duo pen needle,"pen needle,dual safety,diabetc",1,18192333.6,22617775.67,221216.0,52197.0,0.804337874,82.2378743,348.5321685,0.0,2021
autoshield duo pen needle,"pen needle,dual safety,diabetc",1,20537590.11,23588498.01,229162.0,60129.0,0.870661205,89.62040002,341.558817,0.0,2022
autoshield pen needle,"pen needle, diabetic, safety",1,10683.92,22523.0,156.0,87.0,0.474070237,68.48666667,122.8036782,0.0,2018
autoshield pen needle,"pen needle, diabetic, safety",1,4445.79,9130.0,66.0,36.0,0.486826306,67.36045455,123.4941667,0.0,2019
autoshield pen needle,"pen needle, diabetic, safety",1,3849.55,7950.0,59.0,36.0,0.484119476,65.24661017,106.9319444,0.0,2020
autoshield pen needle,"pen needle, diabetic, safety",1,4359.48,8850.0,75.0,26.0,0.49267027,58.1264,167.6723077,0.0,2021
autoshield pen needle,"pen needle, diabetic, safety",1,4698.92,9490.0,85.0,29.0,0.495314423,55.28141177,162.0317241,0.0,2022
auvelity,dextromethorphan hbr/bupropion,1,1002000.91,54549.0,1086.0,809.0,18.36882271,922.6527716,1238.567256,0.0,2022
auvi-q,epinephrine,1,5958670.54,2464.0,996.0,894.0,2418.028087,5982.600944,6665.179575,0.0,2018
auvi-q,epinephrine,1,4052672.51,1647.0,666.0,571.0,2460.575848,6085.093859,7097.500018,0.0,2019
auvi-q,epinephrine,1,3041274.33,1233.0,509.0,423.0,2466.25091,5974.998684,7189.77383,0.0,2020
auvi-q,epinephrine,1,3079706.22,1258.0,558.0,488.0,2448.021443,5519.186774,6310.873402,0.0,2021
auvi-q,epinephrine,1,361941.04,1222.0,532.0,469.0,296.2902721,680.3403008,771.7292964,0.0,2022
avalide,irbesartan/hydrochlorothiazide,1,1665764.33,225534.0,3793.0,747.0,7.426609962,439.168028,2229.938862,0.0,2018
avalide,irbesartan/hydrochlorothiazide,1,1661561.91,219786.0,3646.0,813.0,7.59481474,455.7218623,2043.741587,0.0,2019
avalide,irbesartan/hydrochlorothiazide,1,1577433.96,194167.0,3075.0,619.0,8.164997968,512.9866537,2548.358578,0.0,2020
avalide,irbesartan/hydrochlorothiazide,1,1371162.13,159874.0,2314.0,547.0,8.622150943,592.550618,2506.694936,0.0,2021
avalide,irbesartan/hydrochlorothiazide,1,1176907.69,130555.0,1835.0,438.0,9.049009175,641.3665886,2687.003858,0.0,2022
avapro,irbesartan,1,4560153.99,698690.0,11790.0,2388.0,6.597867747,386.7815089,1909.612224,0.0,2018
avapro,irbesartan,1,4994001.87,768467.0,12973.0,3432.0,6.566244347,384.9535088,1455.12875,0.0,2019
avapro,irbesartan,1,4644110.74,661928.0,9805.0,2212.0,7.10085716,473.6471943,2099.507568,0.0,2020
avapro,irbesartan,1,4168422.28,559600.0,7858.0,1780.0,7.528919337,530.4686027,2341.81027,0.0,2021
avapro,irbesartan,1,3447668.06,429002.0,6177.0,1403.0,8.144934916,558.1460353,2457.354284,0.0,2022
avastin,bevacizumab,1,22502676.12,111042.0,3772.0,758.0,202.6501335,5965.714772,29686.90781,0.0,2018
avastin,bevacizumab,1,21393130.17,103911.0,3652.0,706.0,205.8793599,5857.921733,30301.88409,0.0,2019
avastin,bevacizumab,1,19931769.48,103576.8,3641.0,692.0,192.4346908,5474.256929,28803.13509,0.0,2020
avastin,bevacizumab,1,19162538.59,90813.25,3153.0,596.0,211.0103822,6077.557434,32151.91039,0.0,2021
avastin,bevacizumab,1,13978174.81,66027.0,2296.0,417.0,211.7039213,6088.055231,33520.8029,0.0,2022
aveed,testosterone undecanoate,1,475879.56,1302.0,431.0,144.0,365.498894,1104.12891,3304.719167,0.0,2018
aveed,testosterone undecanoate,1,732075.8,1842.0,611.0,196.0,397.4352877,1198.160066,3735.080612,0.0,2019
aveed,testosterone undecanoate,1,862493.61,1992.0,664.0,209.0,432.9787199,1298.93616,4126.763684,0.0,2020
aveed,testosterone undecanoate,1,987039.26,2046.0,682.0,189.0,482.4238807,1447.271642,5222.429947,0.0,2021
aveed,testosterone undecanoate,1,1066079.51,2031.0,677.0,207.0,524.9037469,1574.711241,5150.14256,0.0,2022
aviane,levonorgestrel/ethin.estradiol,1,137128.61,268026.0,6284.0,1649.0,0.511624283,21.82186665,83.15864767,0.0,2018
aviane,levonorgestrel/ethin.estradiol,1,107218.65,193592.0,4478.0,1053.0,0.553838227,23.9434234,101.8220798,0.0,2019
aviane,levonorgestrel/ethin.estradiol,1,106308.79,186984.0,4130.0,898.0,0.568544849,25.74062712,118.3839532,0.0,2020
aviane,levonorgestrel/ethin.estradiol,1,92349.43,175564.0,3622.0,855.0,0.526015755,25.49680563,108.0110292,0.0,2021
aviane,levonorgestrel/ethin.estradiol,1,108617.08,204345.0,4003.0,1042.0,0.531537743,27.13391956,104.2390403,0.0,2022
avita,tretinoin,1,10596.04,3590.0,84.0,45.0,2.951507289,126.1433333,235.4675556,0.0,2018
avita,tretinoin,1,6120.21,2220.0,56.0,31.0,2.757885417,109.2894643,197.426129,1.0,2019
avita,tretinoin,1,4973.24,2250.0,60.0,26.0,2.200916886,82.88733333,191.2784615,0.0,2020
avita,tretinoin,1,3245.75,1240.0,36.0,13.0,2.578882017,90.15972222,249.6730769,1.0,2021
avita,tretinoin,1,2372.66,930.0,20.0,11.0,2.573852059,118.633,215.6963636,1.0,2022
avodart,dutasteride,1,5131407.26,817295.0,15107.0,3335.0,6.278525208,339.6708321,1538.652852,0.0,2018
avodart,dutasteride,1,4216427.58,653024.0,11835.0,2466.0,6.456772768,356.2676451,1709.824647,0.0,2019
avodart,dutasteride,1,3530678.68,550206.0,9520.0,1995.0,6.417012319,370.8696092,1769.763749,0.0,2020
avodart,dutasteride,1,3027223.04,444958.0,7469.0,1582.0,6.803390522,405.3049993,1913.541745,0.0,2021
avodart,dutasteride,1,2904130.11,364779.0,5968.0,1275.0,7.961341278,486.6169755,2277.749106,0.0,2022
avonex,interferon beta-1a,1,269610487.5,39036.25,35038.0,4202.0,6906.669763,7694.802429,64162.41969,0.0,2018
avonex,interferon beta-1a,1,264706242.1,37223.5,32862.0,3937.0,7111.266864,8055.086182,67235.51996,0.0,2019
avonex,interferon beta-1a,1,250136077.9,34577.5,29622.0,3505.0,7234.070649,8444.267027,71365.5001,0.0,2020
avonex,interferon beta-1a,1,209231249.0,28233.0,25039.0,2962.0,7410.875534,8356.214264,70638.50404,0.0,2021
avonex,interferon beta-1a,1,161915780.4,21174.75,18998.0,2206.0,7646.644254,8522.780314,73397.9059,0.0,2022
avonex pen,interferon beta-1a,1,313649031.9,45496.75,40576.0,4794.0,6893.877737,7729.915022,65425.32998,0.0,2018
avonex pen,interferon beta-1a,1,318310773.1,44836.5,39363.0,4592.0,7099.367103,8086.547598,69318.54815,0.0,2019
avonex pen,interferon beta-1a,1,305121803.7,42179.0,36455.0,4262.0,7233.974341,8369.820429,71591.22565,0.0,2020
avonex pen,interferon beta-1a,1,259342985.0,34899.5,31034.0,3637.0,7431.137553,8356.737289,71306.84219,0.0,2021
avonex pen,interferon beta-1a,1,200160641.9,26018.0,23361.0,2727.0,7693.160192,8568.153841,73399.57531,0.0,2022
avsola,infliximab-axxq,1,146337.48,286.0,59.0,18.0,511.6695105,2480.296271,8129.86,0.0,2021
avsola,infliximab-axxq,1,1240446.85,4919.0,441.0,118.0,252.1745985,2812.804649,10512.26144,1.0,2022
avycaz,ceftazidime/avibactam,1,5336534.76,255454.226,1455.0,374.0,20.89037572,3667.721485,14268.80952,1.0,2018
avycaz,ceftazidime/avibactam,1,8084743.74,326036.698,1949.0,475.0,24.79703601,4148.149687,17020.51314,1.0,2019
avycaz,ceftazidime/avibactam,1,6452941.06,215413.616,1601.0,444.0,29.95605004,4030.569057,14533.65104,1.0,2020
avycaz,ceftazidime/avibactam,1,15488474.29,468176.816,3749.0,873.0,33.08253156,4131.361507,17741.66585,1.0,2021
avycaz,ceftazidime/avibactam,1,12650709.66,311193.74,3185.0,820.0,40.6521984,3971.965356,15427.69471,1.0,2022
aygestin,norethindrone acetate,1,7082.71,1576.0,38.0,,4.49410533,186.3871053,,0.0,2018
aygestin,norethindrone acetate,1,5507.48,1103.0,35.0,,4.99318223,157.3565714,,0.0,2019
aygestin,norethindrone acetate,1,5663.71,1077.0,36.0,,5.258783658,157.3252778,,0.0,2020
aygestin,norethindrone acetate,1,4450.86,767.0,22.0,,5.802946545,202.3118182,,1.0,2021
aygestin,norethindrone acetate,1,7315.08,1118.0,29.0,,6.543005367,252.2441379,,1.0,2022
ayvakit,avapritinib,1,6909824.0,6393.0,181.0,44.0,1081.776891,38175.8232,157041.4546,0.0,2020
ayvakit,avapritinib,1,15536747.39,13594.0,420.0,123.0,1143.379878,36992.25569,126315.0194,0.0,2021
ayvakit,avapritinib,1,32282508.81,27219.0,880.0,156.0,1186.101318,36684.6691,206939.159,0.0,2022
azacitidine,azacitidine,9,2289409.81,6035.0,575.0,189.0,378.3055827,3981.582278,12113.27942,0.0,2018
